host_id,neighbourhood,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
226699782,119,0,2,10,5.88,1,87,4.795790545596741
161324994,13,1,30,0,0.0,6,58,3.610917912644224
255258800,128,1,1,8,3.0,1,179,4.61512051684126
247189581,80,2,1,2,1.62,5,73,3.4657359027997265
225055374,201,2,30,0,0.0,3,365,4.330733340286331
225055374,201,2,30,1,0.63,3,365,4.3694478524670215
225055374,201,2,30,0,0.0,3,331,4.330733340286331
253906467,95,2,1,12,4.44,9,161,4.454347296253507
28175069,73,0,4,3,1.38,1,0,5.081404364984463
34312950,64,0,2,10,4.29,1,254,5.673323267171493
10149317,109,1,2,5,1.88,5,319,3.9318256327243257
201015598,13,2,1,3,1.11,17,77,3.58351893845611
29349060,185,1,1,12,4.74,3,365,4.219507705176107
141885946,214,0,1,9,3.8,1,86,5.583496308781699
57920236,13,0,3,1,0.83,1,98,5.198497031265826
255178006,214,0,2,1,0.38,1,10,5.198497031265826
128572217,13,1,11,0,0.0,1,48,3.610917912644224
49523787,94,1,2,4,1.94,2,76,4.02535169073515
238321374,202,1,30,0,0.0,32,362,4.110873864173311
255408641,201,0,5,7,2.76,1,155,5.525452939131784
238321374,202,1,30,1,1.0,32,314,4.110873864173311
238321374,202,1,30,0,0.0,32,328,4.110873864173311
254422886,209,0,1,0,0.0,1,76,5.525452939131784
92897185,20,1,1,9,3.38,2,46,4.189654742026425
238321374,202,1,30,1,0.79,32,335,4.110873864173311
238321374,202,1,30,0,0.0,32,334,4.110873864173311
255414914,191,0,5,14,5.06,1,137,6.042632833682381
10149317,109,1,2,7,2.63,5,305,4.110873864173311
255420742,216,0,1,7,2.47,1,71,5.049856007249537
238321374,202,1,30,0,0.0,32,342,4.110873864173311
238321374,202,1,30,0,0.0,32,341,4.110873864173311
46231814,64,1,3,4,2.0,3,0,4.61512051684126
238321374,202,1,30,0,0.0,32,311,4.110873864173311
238321374,202,1,30,0,0.0,32,348,4.110873864173311
238321374,202,1,30,0,0.0,32,250,4.110873864173311
238321374,202,1,30,0,0.0,32,83,4.110873864173311
219517861,73,0,2,4,1.62,327,215,5.545177444479562
219517861,73,0,2,5,1.92,327,350,5.438079308923196
219517861,73,0,2,3,1.11,327,340,5.4638318050256105
8860345,214,0,2,3,1.14,1,4,5.170483995038151
238321374,202,1,30,0,0.0,32,37,4.110873864173311
238321374,202,1,30,0,0.0,32,51,4.110873864173311
255431206,60,1,7,1,0.81,9,346,3.713572066704308
42422120,79,2,2,2,1.11,1,0,4.110873864173311
11123552,28,1,1,26,9.4,2,74,3.9318256327243257
255448841,13,1,1,14,5.25,3,20,4.110873864173311
219517861,73,0,2,8,3.04,327,243,5.968707559985366
40629507,202,0,1,8,4.36,1,0,4.948759890378168
219517861,73,0,2,7,3.23,327,253,6.16541785423142
158694,178,1,5,1,0.43,1,97,5.017279836814924
219517861,73,0,2,1,0.68,327,357,5.43372200355424
22553147,214,1,3,12,6.67,3,142,4.262679877041316
210019212,28,1,5,9,3.75,3,0,4.007333185232471
67738361,95,0,1,0,0.0,2,83,5.860786223465865
255448841,13,1,1,15,5.92,3,15,4.02535169073515
119798153,201,1,1,8,4.53,1,31,4.382026634673881
359537,209,0,5,0,0.0,1,365,5.525452939131784
253836845,51,1,30,1,1.0,7,94,4.174387269895637
253836845,51,1,30,1,0.45,7,237,4.189654742026425
242631139,60,1,2,6,2.25,4,360,4.51085950651685
22784412,59,1,1,0,0.0,2,0,3.80666248977032
10873558,151,0,60,0,0.0,2,32,4.624972813284271
19303369,68,1,30,0,0.0,37,31,3.5263605246161616
253637076,34,0,2,6,2.2,1,66,5.093750200806762
45578040,95,1,1,1,0.37,2,0,4.663439094112067
255440488,95,0,5,10,4.48,1,130,6.042632833682381
13672021,19,1,1,0,0.0,1,0,3.8501476017100575
161324994,13,1,30,0,0.0,6,38,3.610917912644224
37917699,103,1,2,2,2.0,1,180,3.828641396489095
37792599,64,1,2,3,1.32,1,2,4.787491742782046
254112876,61,1,2,8,3.08,2,174,4.51085950651685
112909067,159,0,2,9,3.38,1,10,4.795790545596741
73397630,23,0,2,1,0.42,1,102,5.081404364984463
78185278,218,0,1,1,1.0,1,29,4.189654742026425
62289627,95,1,1,1,0.39,1,23,4.61512051684126
45776423,206,1,3,3,3.0,1,5,3.58351893845611
255448841,13,1,1,15,5.49,3,20,4.02535169073515
16851857,152,0,2,1,1.0,4,349,4.454347296253507
107950422,28,1,28,5,2.73,1,24,4.48863636973214
117999420,201,1,3,7,2.47,1,81,5.081404364984463
64680664,28,1,2,8,3.08,3,61,4.262679877041316
229386490,13,0,3,7,4.29,3,285,4.343805421853684
2373120,28,1,5,2,0.94,2,323,4.51085950651685
14909731,145,0,2,7,3.56,1,252,5.303304908059076
25272468,94,1,1,6,4.62,1,74,4.0943445622221
137358866,189,1,30,0,0.0,103,245,3.58351893845611
15347665,94,0,29,0,0.0,1,0,5.081404364984463
255675063,214,0,15,0,0.0,1,35,5.707110264748875
253619642,95,0,5,0,0.0,1,19,5.598421958998375
231755465,34,0,31,4,1.45,1,165,4.605170185988092
9718310,95,1,2,3,1.25,1,0,4.189654742026425
163365183,130,2,5,0,0.0,1,14,3.555348061489413
2405781,214,0,2,4,1.71,1,1,5.017279836814924
38257294,91,1,1,8,5.45,1,123,5.225746673713202
48419016,73,0,2,6,2.5,1,1,5.111987788356544
255787023,60,1,1,11,4.58,1,29,4.836281906951478
210193549,34,0,8,3,1.05,1,39,5.017279836814924
16439835,94,0,6,0,0.0,1,332,4.61512051684126
255811821,105,1,2,2,1.5,1,180,4.48863636973214
2640420,85,1,1,20,10.17,1,1,4.605170185988092
147675745,201,0,1,30,11.25,1,42,5.0238805208462765
57403189,51,0,2,6,2.25,2,286,4.663439094112067
26248578,37,0,2,1,0.36,1,179,5.846438775057725
255845450,61,0,2,2,0.87,1,102,5.017279836814924
18007143,13,1,2,12,4.93,1,51,4.060443010546419
3128437,4,1,1,0,0.0,2,89,4.795790545596741
114389578,13,1,30,0,0.0,1,40,3.555348061489413
6410618,13,1,4,1,0.67,1,17,4.189654742026425
255853430,127,0,5,12,5.63,1,127,5.303304908059076
5986790,206,1,5,4,1.58,6,272,3.871201010907891
255856907,51,1,3,2,1.33,1,163,4.61512051684126
254522143,92,0,31,7,2.8,1,167,4.867534450455582
255882354,13,0,2,3,3.0,1,251,5.017279836814924
137581011,95,0,5,0,0.0,1,67,5.111987788356544
255890676,28,1,2,11,4.23,1,147,4.204692619390966
54136018,111,1,1,8,8.0,1,48,3.58351893845611
255899465,28,1,2,10,3.85,1,127,4.158883083359672
64675514,214,1,15,1,0.94,1,0,4.189654742026425
133130315,95,1,3,0,0.0,6,351,4.61512051684126
1409287,64,1,3,0,0.0,1,91,5.198497031265826
107434423,202,0,30,0,0.0,232,202,5.8664680569332965
255946767,91,0,2,2,2.0,1,241,5.017279836814924
138798990,197,0,3,0,0.0,1,42,5.420534999272286
255433680,95,0,2,13,4.94,1,251,5.8888779583328805
27260699,28,2,1,8,3.2,4,41,3.367295829986474
255980743,43,0,2,5,2.31,1,43,5.14166355650266
8518291,64,1,30,3,1.76,1,84,4.127134385045092
188015014,13,1,2,9,3.33,6,136,4.382026634673881
174760879,119,0,4,4,2.03,1,65,5.786897381366708
27260699,28,2,1,4,1.71,4,53,3.367295829986474
253071059,61,1,1,7,2.56,1,0,4.61512051684126
101790764,117,0,2,6,2.81,2,175,5.298317366548036
81712936,201,0,3,3,1.76,2,0,5.303304908059076
131171018,202,0,3,2,1.33,1,13,5.707110264748875
192752,151,0,5,0,0.0,1,38,4.983606621708336
188015014,13,1,2,10,4.17,6,121,4.406719247264253
188015014,13,1,2,13,4.87,6,164,4.406719247264253
188015014,13,1,1,9,3.8,6,105,4.406719247264253
188015014,13,1,2,9,3.91,6,128,4.406719247264253
198853982,52,0,2,6,2.34,2,150,4.61512051684126
188015014,13,1,2,0,0.0,6,150,4.406719247264253
147983579,13,0,4,9,4.03,2,201,5.111987788356544
114589786,91,1,5,2,1.2,1,0,4.330733340286331
10374669,95,1,5,2,0.71,1,187,4.532599493153256
256032762,68,1,2,3,1.67,1,0,4.262679877041316
242962235,166,1,30,0,0.0,23,324,3.555348061489413
251156430,220,2,2,8,3.04,1,89,4.189654742026425
242962235,166,1,30,0,0.0,23,278,3.555348061489413
211136294,173,1,1,20,7.59,5,343,4.110873864173311
242962235,166,1,30,1,0.68,23,281,3.555348061489413
90052526,201,0,3,5,2.46,1,18,4.948759890378168
53621,13,0,5,3,2.09,2,120,4.564348191467836
242962235,166,1,30,0,0.0,23,201,3.555348061489413
42483494,216,1,7,0,0.0,1,102,3.713572066704308
212629546,81,1,4,0,0.0,1,155,4.110873864173311
254795926,51,0,2,14,5.6,1,298,4.795790545596741
6790229,13,0,29,1,1.0,2,283,4.875197323201151
133555768,13,1,30,1,0.52,3,53,3.58351893845611
8859112,13,0,3,10,3.66,2,349,5.247024072160486
241565326,220,1,1,11,7.67,2,331,3.80666248977032
6790229,13,0,20,2,1.5,2,285,4.912654885736052
173673660,206,1,2,6,2.54,1,0,4.02535169073515
1709718,127,1,1,1,0.42,2,350,5.298317366548036
19057986,51,0,1,2,0.82,1,362,5.993961427306569
251229393,117,0,1,3,1.7,2,95,4.867534450455582
256071378,13,0,2,10,4.17,1,38,5.420534999272286
209332627,206,1,2,1,0.42,2,58,4.330733340286331
133555768,13,1,30,1,1.0,3,53,3.58351893845611
133555768,13,1,30,0,0.0,3,54,3.58351893845611
255674126,201,0,31,9,3.42,1,157,5.075173815233827
66132548,52,1,1,8,3.69,1,192,3.610917912644224
176119156,214,0,1,13,5.91,1,171,5.25227342804663
18765976,28,1,1,14,5.32,4,78,4.262679877041316
15676792,151,0,5,0,0.0,1,107,5.231108616854587
50981314,28,0,2,4,1.64,1,89,5.017279836814924
27277379,94,1,2,9,3.75,1,227,4.330733340286331
27936743,13,0,2,4,1.85,1,103,4.330733340286331
77515,206,1,3,6,2.31,1,4,3.828641396489095
18765976,28,1,1,9,3.42,4,55,4.23410650459726
161357125,193,0,3,2,0.86,3,36,4.912654885736052
18416970,94,1,2,14,5.83,1,19,4.6443908991413725
253906467,95,2,1,9,3.25,9,365,4.454347296253507
101965358,61,0,7,2,0.95,1,173,5.303304908059076
234483148,94,1,1,11,4.58,2,256,4.564348191467836
137358866,220,1,30,0,0.0,103,242,4.04305126783455
254542999,189,1,2,12,5.14,1,57,4.51085950651685
92897185,20,1,1,6,2.25,2,46,4.110873864173311
223087887,50,2,1,4,1.52,8,346,3.218875824868201
83615522,51,1,2,4,2.26,1,10,3.828641396489095
114502772,202,1,2,1,0.55,1,0,3.80666248977032
2282687,74,0,4,1,0.48,1,0,4.795790545596741
158709729,209,0,2,4,2.55,1,43,6.111467339502679
223087887,50,2,1,3,1.11,8,332,3.218875824868201
242962235,166,1,30,0,0.0,23,252,3.555348061489413
242962235,166,1,30,0,0.0,23,243,3.555348061489413
20851517,95,1,6,2,0.97,3,4,4.59511985013459
242962235,166,1,30,0,0.0,23,335,3.555348061489413
49796888,61,0,2,0,0.0,1,55,6.2166061010848646
242962235,166,1,30,0,0.0,23,317,3.555348061489413
242962235,166,1,30,0,0.0,23,314,3.555348061489413
229141974,214,0,2,1,0.47,1,0,5.278114659230517
242962235,166,1,30,0,0.0,23,322,3.555348061489413
55143966,28,1,17,2,0.78,1,21,4.143134726391533
274333,94,2,1,0,0.0,3,2,3.044522437723423
242962235,166,1,30,1,1.0,23,325,3.555348061489413
242962235,166,1,30,0,0.0,23,136,3.555348061489413
242962235,166,1,30,0,0.0,23,192,3.555348061489413
61950433,41,1,1,0,0.0,1,0,4.330733340286331
38377515,39,0,2,5,5.0,1,86,4.330733340286331
1786901,201,1,3,3,1.1,9,8,4.564348191467836
242962235,166,1,30,0,0.0,23,322,3.555348061489413
256235740,51,2,2,1,0.71,3,167,3.258096538021482
107245546,34,1,2,3,3.0,3,132,4.875197323201151
43676525,28,1,30,0,0.0,1,365,3.713572066704308
256235740,51,2,2,0,0.0,3,179,3.828641396489095
35955942,145,1,4,2,1.82,1,6,5.017279836814924
255990804,51,0,2,4,2.03,1,251,5.3981627015177525
36242952,117,1,1,15,6.0,1,67,4.454347296253507
71400423,119,1,1,10,4.05,3,93,4.912654885736052
255431206,60,1,7,4,2.55,9,120,3.7612001156935615
256299491,214,1,4,5,2.27,1,6,4.330733340286331
82380968,94,1,1,3,1.14,1,193,4.454347296253507
9380030,64,0,3,1,1.0,1,56,4.948759890378168
345087,94,1,2,1,0.42,1,359,4.605170185988092
236796242,13,0,1,3,1.8,1,316,4.948759890378168
55203569,4,0,3,13,5.49,1,76,5.525452939131784
156381151,64,0,2,2,1.4,2,0,5.25227342804663
1786901,201,0,3,1,0.45,9,103,5.170483995038151
18765976,28,1,1,9,3.38,4,66,4.189654742026425
18765976,28,1,1,7,2.63,4,61,4.189654742026425
255190901,127,0,3,20,7.89,1,86,5.828945617610208
248831780,4,0,1,0,0.0,1,185,5.170483995038151
243226371,64,0,2,8,3.08,1,263,6.55250788703459
234956201,206,1,2,7,3.75,1,180,4.189654742026425
43332874,36,1,7,0,0.0,1,180,4.61512051684126
256341094,28,0,6,4,1.97,2,177,5.521460917862246
117476022,214,1,5,0,0.0,1,60,4.442651256490317
26910600,202,1,1,1,0.49,1,90,6.2166061010848646
254472726,209,0,31,5,1.92,1,219,5.010635294096256
256379094,108,1,10,0,0.0,1,52,4.454347296253507
29953329,13,1,2,2,1.02,2,5,4.382026634673881
23066402,34,0,3,2,0.83,1,33,5.420534999272286
4189194,209,0,3,3,1.88,1,2,5.081404364984463
256403429,60,1,1,14,5.32,5,81,4.007333185232471
256403429,60,1,1,15,5.56,5,77,3.9889840465642745
252575404,214,1,3,4,3.53,1,63,4.51085950651685
241963980,107,1,1,1,1.0,2,139,4.189654742026425
10860700,214,0,10,0,0.0,2,34,4.875197323201151
8990490,206,1,1,1,0.37,1,157,4.02535169073515
44918139,214,0,31,1,1.0,1,90,5.525452939131784
56338076,94,0,1,6,2.25,3,0,4.875197323201151
15617182,92,1,2,4,1.54,1,146,4.51085950651685
2513294,28,0,1,0,0.0,1,213,4.394449154672439
255431206,60,1,7,1,1.0,9,172,3.713572066704308
255431206,60,1,7,2,0.81,9,151,3.713572066704308
91183632,214,1,1,0,0.0,1,43,4.330733340286331
16881166,127,0,28,0,0.0,1,82,5.303304908059076
255431206,60,1,7,2,0.91,9,114,3.713572066704308
127831150,51,0,5,9,3.8,2,225,4.394449154672439
233986410,152,1,1,0,0.0,1,267,5.017279836814924
15853933,4,1,1,9,3.42,1,35,4.248495242049359
58521727,130,0,8,0,0.0,1,17,4.875197323201151
10714783,73,0,2,4,2.45,1,38,5.303304908059076
79246014,214,0,2,3,2.57,1,26,4.709530201312334
256403429,74,1,1,11,4.12,5,62,4.007333185232471
256403429,74,1,1,10,4.35,5,70,4.007333185232471
138962369,66,0,3,8,3.04,1,34,3.9318256327243257
256479489,5,1,2,1,0.42,2,316,3.912023005428146
8485868,28,0,3,0,0.0,1,17,5.017279836814924
10188543,164,1,1,17,6.71,1,1,4.110873864173311
119774078,166,1,4,2,0.73,1,51,4.110873864173311
121193088,53,0,2,2,0.79,1,0,4.61512051684126
256502464,94,1,1,20,7.41,3,175,4.02535169073515
256504089,202,1,20,0,0.0,1,0,4.248495242049359
256012654,202,1,15,0,0.0,1,17,3.713572066704308
256510832,26,0,2,7,2.63,1,352,5.198497031265826
256462453,105,0,1,9,3.42,1,358,5.860786223465865
70026919,214,1,7,1,0.37,1,281,4.204692619390966
45834595,28,0,3,3,1.13,1,3,4.795790545596741
253906467,95,2,1,4,1.48,9,364,4.248495242049359
253467179,79,1,2,6,2.86,1,288,4.262679877041316
49623247,206,0,3,8,3.29,1,243,5.860786223465865
157699374,64,0,1,4,1.52,1,0,5.19295685089021
206482566,188,1,1,0,0.0,2,0,4.7535901911063645
41348157,61,1,2,2,2.0,3,0,4.51085950651685
32167398,4,1,1,11,4.58,5,300,4.189654742026425
32167398,4,1,1,3,1.34,5,318,3.9318256327243257
32167398,4,1,1,6,2.31,5,342,3.828641396489095
156850005,104,1,1,3,1.73,2,350,4.61512051684126
39077228,64,1,2,2,0.73,1,15,4.430816798843313
256581747,214,1,30,0,0.0,3,333,4.290459441148391
62066342,94,1,7,2,1.22,2,321,4.59511985013459
12321281,34,1,30,0,0.0,1,145,4.709530201312334
27636707,209,0,3,2,0.88,5,265,5.525452939131784
256581747,214,1,30,0,0.0,3,318,4.290459441148391
256581747,214,1,30,0,0.0,3,364,4.30406509320417
200282080,34,0,2,1,1.0,1,0,5.525452939131784
251768799,164,1,1,1,0.4,1,0,5.017279836814924
184750740,133,2,1,0,0.0,4,179,4.356708826689592
10415675,94,1,3,1,0.39,7,339,4.795790545596741
73233066,214,1,1,0,0.0,1,0,5.111987788356544
102287310,95,0,3,0,0.0,3,358,5.298317366548036
22388757,206,0,3,3,1.7,2,0,4.795790545596741
204244117,94,1,1,11,5.5,2,180,3.912023005428146
256634850,28,0,2,1,1.0,1,0,5.010635294096256
253836845,51,1,30,2,0.92,7,226,4.23410650459726
7943066,214,1,2,10,3.85,2,62,4.330733340286331
897871,13,1,4,1,0.75,1,0,4.51085950651685
235329443,19,0,3,12,6.55,1,173,5.017279836814924
152503673,63,0,3,11,4.58,1,13,4.499809670330265
219517861,73,0,2,5,1.9,327,347,5.43372200355424
219517861,73,0,2,4,2.79,327,292,5.54907608489522
219517861,73,0,2,6,2.65,327,329,5.241747015059643
219517861,73,0,2,6,2.69,327,340,5.484796933490655
219517861,73,0,2,6,2.57,327,237,5.545177444479562
2992287,158,0,3,4,2.4,1,21,5.298317366548036
219517861,73,0,2,5,3.0,327,349,5.43372200355424
24525241,202,0,17,0,0.0,1,102,5.117993812416755
33214549,64,1,1,9,3.42,5,30,4.605170185988092
156286838,4,0,7,0,0.0,1,342,5.017279836814924
33214549,64,1,1,5,1.9,5,0,4.605170185988092
189165590,13,0,3,2,0.92,1,0,5.017279836814924
106418986,91,0,3,0,0.0,1,62,5.525452939131784
221213143,112,0,1,4,1.82,9,298,6.673297967767654
15757322,206,0,2,13,4.87,2,294,5.087596335232384
71400423,119,1,1,7,4.47,3,146,4.820281565605037
256680416,137,0,2,7,3.18,1,16,5.703782474656201
256683560,16,2,1,2,0.94,2,358,3.912023005428146
3940207,214,0,20,1,1.0,1,122,4.836281906951478
71400423,119,1,1,10,4.35,3,0,4.820281565605037
67651553,202,0,20,0,0.0,2,95,4.795790545596741
5547103,152,1,3,0,0.0,1,81,4.330733340286331
230192818,64,0,2,7,3.28,2,78,5.25227342804663
60737457,54,0,1,23,9.58,1,109,5.420534999272286
11297371,28,1,2,8,3.38,2,292,3.9318256327243257
43502871,103,1,3,0,0.0,1,216,4.564348191467836
219717193,86,1,5,4,1.74,2,10,4.0943445622221
256697785,34,0,3,4,2.35,1,144,5.525452939131784
679431,217,1,2,4,1.69,1,180,4.189654742026425
219517861,73,1,2,5,2.46,327,255,6.424869023905388
219517861,73,0,2,2,0.95,327,273,6.013715156042802
256710914,34,0,2,3,3.0,1,2,4.61512051684126
219517861,73,1,2,2,0.83,327,348,5.579729825986222
3750764,34,0,1,0,0.0,6,364,8.824824939175638
256718904,85,1,1,1,0.37,1,82,4.330733340286331
32167398,4,1,1,7,2.88,5,336,3.9318256327243257
32167398,117,1,1,4,1.52,5,355,4.110873864173311
8756834,128,0,2,1,0.48,1,33,4.394449154672439
256743247,11,1,1,14,6.36,2,72,3.912023005428146
107434423,127,0,30,0,0.0,232,341,5.934894195619588
107434423,127,0,30,0,0.0,232,353,5.616771097666572
107434423,112,0,30,0,0.0,232,337,5.752572638825633
107434423,112,0,30,0,0.0,232,338,5.752572638825633
22543458,150,0,1,14,6.36,4,249,5.298317366548036
4982496,28,1,4,0,0.0,1,0,4.454347296253507
256521664,35,0,31,3,1.76,1,176,5.480638923341991
25346924,91,0,4,1,0.7,1,30,4.77912349311153
256817214,94,1,5,1,0.83,1,354,4.51085950651685
15734998,51,0,2,2,2.0,1,9,4.5217885770490405
23003756,214,1,2,2,1.18,1,0,4.51085950651685
125755479,4,1,1,0,0.0,1,0,4.61512051684126
256505094,29,0,1,0,0.0,1,83,5.198497031265826
82746113,202,0,1,0,0.0,2,88,5.525452939131784
38217925,91,0,5,0,0.0,2,64,5.327876168789581
155961583,28,1,2,8,3.75,1,131,4.248495242049359
256836581,78,0,2,9,4.82,1,48,4.532599493153256
109402182,94,1,25,3,1.17,1,24,4.0943445622221
255539744,95,0,31,4,1.85,1,135,5.010635294096256
219517861,73,0,2,6,3.0,327,328,5.983936280687191
219517861,73,0,2,1,1.0,327,346,5.375278407684165
6752504,89,0,5,0,0.0,3,23,4.795790545596741
150879430,127,1,14,0,0.0,1,25,4.605170185988092
49101398,89,0,2,3,3.0,3,97,4.605170185988092
256857295,214,1,2,4,1.85,1,169,4.61512051684126
234227365,34,0,5,1,0.42,1,83,5.198497031265826
253836845,51,1,30,2,2.0,7,246,4.23410650459726
70011812,64,0,1,16,7.27,2,50,5.135798437050262
253836845,51,1,30,2,1.0,7,223,4.204692619390966
14950774,25,0,7,0,0.0,1,98,5.081404364984463
1146958,112,0,360,0,0.0,4,364,4.499809670330265
253836845,51,1,30,1,0.6,7,226,4.23410650459726
98978751,51,1,1,4,2.67,1,153,4.262679877041316
256487516,63,0,14,1,0.54,1,178,3.713572066704308
4613096,119,1,3,2,2.0,1,34,4.51085950651685
26973868,206,0,4,4,1.88,1,51,4.51085950651685
181092484,119,1,1,7,2.92,3,356,4.605170185988092
218883687,60,2,1,8,3.0,2,365,3.9318256327243257
256899020,26,1,4,7,2.84,1,35,4.060443010546419
6752504,89,0,4,1,0.37,3,173,5.303304908059076
88602231,108,0,14,0,0.0,1,21,4.718498871295094
84118689,201,0,1,11,4.34,1,26,4.875197323201151
181092484,119,1,1,7,2.88,3,360,4.787491742782046
28823649,178,0,1,0,0.0,3,89,5.272999558563747
256496159,95,1,31,1,0.5,3,0,6.2166061010848646
256496159,95,1,31,2,0.82,3,0,6.2166061010848646
347045,4,1,2,5,2.34,1,90,4.836281906951478
152850919,214,0,3,0,0.0,1,179,5.303304908059076
156505456,63,1,3,2,0.95,13,365,4.189654742026425
256981777,64,0,30,0,0.0,1,16,5.5053315359323625
256987188,201,0,1,1,0.47,1,33,5.017279836814924
177031514,175,1,1,4,1.85,1,341,4.110873864173311
457147,214,1,7,2,1.58,1,324,4.330733340286331
128605205,166,1,2,0,0.0,1,3,4.61512051684126
224879685,34,0,10,0,0.0,1,84,6.3818160174060985
43885531,64,0,30,1,1.0,1,115,4.875197323201151
256998898,94,0,1,0,0.0,3,365,6.311734809152915
46595898,85,1,2,1,1.0,1,61,4.61512051684126
11418912,214,0,3,7,3.0,1,66,4.61512051684126
159281143,95,0,7,4,2.07,1,216,5.303304908059076
257019090,202,0,4,0,0.0,1,0,5.017279836814924
1241543,201,1,5,3,1.73,1,180,4.875197323201151
236779549,130,0,31,0,0.0,1,57,4.7535901911063645
30995747,51,0,4,3,1.88,1,4,4.564348191467836
201757076,22,0,1,9,3.7,3,223,4.718498871295094
257034143,7,0,2,5,2.42,2,161,5.303304908059076
154895657,95,0,30,0,0.0,1,28,5.293304824724492
7218138,112,0,5,1,0.59,1,0,5.010635294096256
256998898,94,1,1,4,1.88,3,350,4.948759890378168
256998898,94,1,1,3,2.0,3,336,4.948759890378168
257043301,109,1,1,0,0.0,1,179,4.02535169073515
257053267,164,1,1,3,1.76,1,364,4.110873864173311
133561420,206,1,3,1,0.45,1,2,3.912023005428146
11951664,34,0,2,8,4.36,1,41,5.278114659230517
153205975,94,1,5,1,0.46,1,89,4.3694478524670215
48201791,74,0,4,9,3.97,2,328,4.948759890378168
29178119,206,1,4,0,0.0,1,55,4.454347296253507
12463953,134,0,2,0,0.0,1,81,4.68213122712422
225834252,158,0,2,4,2.22,1,130,4.948759890378168
107272884,164,1,1,3,1.43,4,360,3.828641396489095
250515297,13,0,2,0,0.0,1,7,4.330733340286331
6752504,89,0,3,0,0.0,3,173,5.198497031265826
47625541,91,1,5,1,1.0,2,78,4.262679877041316
14680337,61,1,1,0,0.0,1,84,5.135798437050262
7603795,28,0,7,0,0.0,1,124,5.860786223465865
254112876,61,1,2,3,2.43,2,175,4.51085950651685
91854658,127,0,4,0,0.0,1,5,6.2166061010848646
257167592,3,1,3,0,0.0,1,363,4.007333185232471
22166460,214,0,4,4,2.55,1,188,5.14166355650266
11256721,60,0,4,0,0.0,1,27,4.532599493153256
290845,206,1,1,3,1.64,1,293,4.0943445622221
15145088,202,0,30,0,0.0,8,157,5.25227342804663
13486673,158,0,2,0,0.0,3,84,4.262679877041316
864737,73,0,2,2,1.02,1,127,5.902633333401366
18811278,166,0,7,0,0.0,1,0,5.017279836814924
73670220,73,0,5,4,2.11,1,9,5.342334251964811
7228431,152,0,93,0,0.0,1,134,4.262679877041316
255219640,23,1,2,1,1.0,1,100,4.330733340286331
257204612,95,0,3,1,1.0,1,138,5.017279836814924
256921050,35,0,6,3,2.37,2,1,4.912654885736052
75267282,64,0,7,1,0.49,1,284,5.351858133476067
27744706,166,1,5,1,1.0,1,192,3.80666248977032
218134921,220,1,1,0,0.0,1,3,4.454347296253507
130675,214,1,3,4,2.93,1,9,4.382026634673881
257221104,206,1,3,5,2.42,1,93,4.110873864173311
28336,28,1,2,8,3.75,1,317,4.330733340286331
78078053,13,1,1,2,1.0,1,138,4.330733340286331
215532980,166,1,1,11,4.52,3,88,4.330733340286331
9623313,43,0,7,0,0.0,1,13,5.278114659230517
215532980,166,1,1,11,4.65,3,68,4.330733340286331
215532980,166,1,1,14,5.83,3,88,4.330733340286331
5452701,214,0,3,0,0.0,1,6,4.61512051684126
32736976,190,1,60,0,0.0,1,71,3.218875824868201
244443448,7,1,31,0,0.0,1,90,4.110873864173311
229469300,214,1,2,3,1.25,2,5,4.110873864173311
85539820,64,0,5,3,1.73,1,263,5.525452939131784
253789998,95,0,30,2,0.9,1,148,5.010635294096256
73324719,168,0,7,0,0.0,1,58,4.844187086458591
29044900,214,1,2,10,3.95,1,159,4.875197323201151
2161203,95,0,2,5,2.08,1,10,5.25227342804663
141146473,159,0,2,4,2.11,1,27,4.51085950651685
11674837,166,1,1,6,3.1,3,179,4.248495242049359
257365536,95,0,2,2,0.94,1,292,6.852242569051878
11306615,35,1,2,3,1.23,2,50,5.049856007249537
5325719,202,0,5,8,4.29,1,123,6.111467339502679
228946399,112,0,1,7,3.23,1,0,5.187385805840755
255431206,60,1,7,1,0.58,9,106,3.713572066704308
221213143,112,0,1,2,1.87,9,287,6.53813982376767
255431206,60,1,7,0,0.0,9,126,3.49650756146648
7910657,151,0,2,3,1.34,1,175,5.525452939131784
255431206,60,1,7,2,0.98,9,131,3.58351893845611
255431206,60,1,7,4,2.11,9,152,3.58351893845611
44919396,94,1,1,5,2.38,1,0,3.828641396489095
257171785,214,0,2,1,0.81,1,0,5.69035945432406
219517861,73,0,2,2,0.83,327,260,5.501258210544727
219517861,73,0,2,3,1.29,327,325,6.016157159698354
219517861,73,0,2,2,1.28,327,291,5.225746673713202
245960335,105,1,1,0,0.0,1,180,4.564348191467836
219517861,73,0,2,6,2.5,327,285,5.442417710521793
219517861,73,0,29,0,0.0,327,325,4.61512051684126
219517861,73,0,29,0,0.0,327,328,5.10594547390058
179951095,164,1,1,14,5.83,1,356,4.3694478524670215
44914887,74,0,3,5,5.0,1,51,4.663439094112067
214148143,188,1,3,9,3.7,1,90,5.111987788356544
451777,80,0,6,0,0.0,1,12,5.525452939131784
242296495,60,1,1,13,5.49,3,49,3.367295829986474
22123114,127,0,14,1,1.0,1,240,5.420534999272286
6206040,13,1,1,5,2.46,8,27,4.007333185232471
